	Atf3	Bhlhe40	Ctcf	E2f4	E2f6	Egr1	Elf1	Elf2	Elk1	Elk3	Elk4	Etv6	Fos	Gabpa	Hmbox1	Irf1	Irf3	Klf16	Klf4	Klf7	Mitf	Nfe2l2	Nfya	Nfyb	Nrf1	Pbx3	Rfx5	Setdb1	Sin3a	Smarcc2	Sp1	Sp2	Sp3	Sp4	Srf	Taf1	Tbp	Tfeb	Usf1	Usf2	Zbtb7b	Zfp523
Rbbp9	-0.25	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0
Rbm34	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Rbm43	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Relt	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	0
Repin1	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0
Rgl2	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0
Rgs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Rgs14	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25
Rgs9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Rhbdf1	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0
Rhob	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	-0.25	0
Rhobtb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Rmnd5b	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25
Rnf135	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0
Rnf144b	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0
Rnf214	0	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0
Rpap1	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0
Rpgrip1l	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	-0.25
Rps19bp1	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0
Rreb1	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0
Rrp9	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	0
Rusc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
S1pr2	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0
Sash3	-0.25	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0
Scnm1	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	0
Scyl1	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0
Sdc4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Sema4c	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sephs2	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0
Serpina3n	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0
Serpinf1	0	0	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0
Serping1	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d3c	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	0
Sipa1l2	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Skp2	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25
Slc25a14	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0
Slc25a25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0
Slc28a2	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	-0.25
Slc30a4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Slc38a7	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25
Slc39a14	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Slc39a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0
Slc9a5	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0
Slco5a1	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	0
Slit3	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0
Smagp	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Snupn	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0
Sparc	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata13	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Spred1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Spsb3	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Stox2	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0
Stx12	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Stx2	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0
Sufu	0	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25
Svep1	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf6l	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0
Tbc1d10c	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	0
Tbc1d25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0
Tbc1d2b	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25
Tceb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdgf1	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex264	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0
Tgfbr3	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0
Them4	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0
Tjp1	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0
Tlcd2	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0
Tle1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Tmcc3	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	0	-0.25
Tmed5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Tmem115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Tmem161a	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.25
Tmem170	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0
Tmem204	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem229b	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	0	0	0	0	-0.25	0
Tmem26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0
Tnf	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25	0
Tprkb	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0
Traf5	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0
Trappc5	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0
Trim14	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	0
Trim2	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Trim65	-0.25	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	0	0	0	0
Tsga10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Tspan4	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0
Ttc7b	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Ttyh2	0	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0
Txlnb	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2e3	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Ube2t	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0
Ubr7	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	0
Uck1	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	0
Uhrf1bp1	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0
Usp18	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	0
Usp35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Vdr	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Vwa1	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0
Wdfy2	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	0	-0.25
Wdr45	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25
Wdr76	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr8	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	-0.25
Xcr1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xkr8	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Xylt1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Yod1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Zbtb22	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Zc3hc1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp12	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
